0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.003
8,0.081
9,0.196
10,0.311
11,0.373
12,0.267
13,0.179
14,0.158
15,0.15
16,0.105
17,0.011
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.003
32,0.094
33,0.23900000000000002
34,0.41300000000000003
35,0.456
36,0.459
37,0.429
38,0.35100000000000003
39,0.21
40,0.082
41,0.003
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.003
56,0.106
57,0.273
58,0.404
59,0.434
60,0.468
61,0.514
62,0.444
63,0.281
64,0.12
65,0.011
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.013000000000000001
80,0.23900000000000002
81,0.516
82,0.674
83,0.762
84,0.771
85,0.74
86,0.645
87,0.49
88,0.241
89,0.023
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.02
104,0.291
105,0.531
106,0.6880000000000001
107,0.772
108,0.771
109,0.734
110,0.626
111,0.468
112,0.231
113,0.022
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.015
128,0.25
129,0.495
130,0.657
131,0.744
132,0.7030000000000001
133,0.656
134,0.548
135,0.41400000000000003
136,0.189
137,0.017
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.008
152,0.17400000000000002
153,0.404
154,0.577
155,0.672
156,0.713
157,0.679
158,0.581
159,0.40900000000000003
160,0.187
161,0.018000000000000002
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.008
176,0.161
177,0.384
178,0.561
179,0.663
180,0.7020000000000001
181,0.66
182,0.555
183,0.385
184,0.17200000000000001
185,0.016
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.021
200,0.304
201,0.558
202,0.723
203,0.8140000000000001
204,0.848
205,0.8150000000000001
206,0.722
207,0.544
208,0.302
209,0.042
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.02
224,0.28300000000000003
225,0.534
226,0.6990000000000001
227,0.786
228,0.838
229,0.804
230,0.704
231,0.533
232,0.28300000000000003
233,0.035
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.016
248,0.254
249,0.501
250,0.671
251,0.762
252,0.765
253,0.729
254,0.629
255,0.459
256,0.225
257,0.024
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.017
272,0.255
273,0.509
274,0.683
275,0.775
276,0.798
277,0.764
278,0.667
279,0.482
280,0.246
281,0.032
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.013000000000000001
296,0.202
297,0.44
298,0.609
299,0.7030000000000001
300,0.787
301,0.756
302,0.664
303,0.492
304,0.256
305,0.034
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.014
320,0.218
321,0.453
322,0.618
323,0.7030000000000001
324,0.789
325,0.737
326,0.617
327,0.486
328,0.23600000000000002
329,0.027
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.013000000000000001
344,0.20400000000000001
345,0.467
346,0.634
347,0.724
348,0.739
349,0.6980000000000001
350,0.595
351,0.457
352,0.227
353,0.029
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.017
368,0.241
369,0.485
370,0.651
371,0.74
372,0.8190000000000001
373,0.786
374,0.6900000000000001
375,0.527
376,0.29
377,0.047
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.024
392,0.28700000000000003
393,0.533
394,0.6970000000000001
395,0.785
396,0.79
397,0.763
398,0.675
399,0.519
400,0.29
401,0.049
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.025
416,0.294
417,0.547
418,0.713
419,0.803
420,0.852
421,0.8200000000000001
422,0.728
423,0.549
424,0.311
425,0.053
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.026000000000000002
440,0.293
441,0.54
442,0.7030000000000001
443,0.791
444,0.851
445,0.8170000000000001
446,0.723
447,0.554
448,0.308
449,0.051000000000000004
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.016
464,0.2
465,0.427
466,0.596
467,0.6900000000000001
468,0.791
469,0.751
470,0.65
471,0.47900000000000004
472,0.254
473,0.039
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.021
488,0.245
489,0.488
490,0.649
491,0.733
492,0.8190000000000001
493,0.78
494,0.678
495,0.531
496,0.293
497,0.05
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.021
512,0.232
513,0.453
514,0.594
515,0.658
516,0.646
517,0.517
518,0.337
519,0.198
520,0.088
521,0.011
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.007
536,0.115
537,0.323
538,0.5720000000000001
539,0.6890000000000001
