0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
0.24,0.18,0.24,0.24,0.18,0.18,0.18,0.18,0.18,0.24,0.24,0.24
0.32,0.24,0.32,0.32,0.24,0.24,0.24,0.24,0.24,0.32,0.32,0.32
0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
0.24,0.18,0.24,0.24,0.18,0.18,0.18,0.18,0.18,0.24,0.24,0.24
0.24,0.18,0.24,0.24,0.18,0.18,0.18,0.18,0.18,0.24,0.24,0.24
0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
0.16,0.12,0.16,0.16,0.12,0.12,0.12,0.12,0.12,0.16,0.16,0.16
0.08,0.06,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08
0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
0.008,0.006,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.008,0.008,0.008
