,Domestic,Commercial,Public
26080,460.0,1450.0,0.0
26081,1006.0,2750.0,0.0
26082,1810.0,750.0,500.0
26083,1772.0,950.0,500.0
26084,1920.0,700.0,500.0
26085,1674.0,0.0,500.0
26086,1470.0,0.0,500.0
26087,1184.0,0.0,500.0
26088,696.0,0.0,500.0
26089,786.0,0.0,500.0
26090,856.0,0.0,500.0
26091,680.0,0.0,0.0
26092,873.0,0.0,0.0
26093,884.0,0.0,0.0
26094,874.0,0.0,0.0
26095,435.0,0.0,0.0
26096,445.0,350.0,0.0
26097,450.0,1250.0,0.0
26098,550.0,2900.0,0.0
26099,485.0,700.0,0.0
26100,470.0,1450.0,0.0
26101,535.0,1100.0,0.0
26102,455.0,950.0,0.0
26103,530.0,900.0,0.0
26104,455.0,1100.0,0.0
26105,1132.0,2200.0,0.0
26106,1952.0,1150.0,500.0
26107,1862.0,550.0,500.0
26108,2007.0,750.0,500.0
26109,1741.0,0.0,500.0
26110,1208.0,0.0,500.0
26111,1197.0,0.0,500.0
26112,856.0,0.0,500.0
26113,857.0,0.0,500.0
26114,762.0,0.0,500.0
26115,741.0,0.0,0.0
26116,830.0,0.0,0.0
26117,742.0,0.0,0.0
26118,864.0,0.0,0.0
26119,390.0,950.0,0.0
26120,490.0,1100.0,0.0
26121,540.0,1500.0,0.0
26122,390.0,1300.0,0.0
26123,470.0,2000.0,0.0
26124,505.0,550.0,0.0
26125,555.0,0.0,0.0
26126,415.0,900.0,0.0
26127,425.0,1050.0,0.0
26128,310.0,400.0,0.0
26129,1206.0,1850.0,0.0
26130,1873.0,750.0,500.0
26131,1940.0,950.0,500.0
26132,2046.0,0.0,500.0
26133,1739.0,200.0,500.0
26134,1319.0,0.0,500.0
26135,1169.0,0.0,500.0
26136,915.0,0.0,500.0
26137,755.0,0.0,500.0
26138,843.0,0.0,500.0
26139,737.0,200.0,0.0
26140,739.0,200.0,0.0
26141,788.0,0.0,0.0
26142,882.0,0.0,0.0
26143,435.0,0.0,0.0
26144,500.0,2050.0,0.0
26145,465.0,1500.0,0.0
26146,465.0,1650.0,0.0
26147,575.0,900.0,0.0
26148,550.0,0.0,0.0
26149,515.0,200.0,0.0
26150,480.0,1450.0,0.0
26151,365.0,2000.0,0.0
26152,455.0,1050.0,0.0
26153,1219.0,350.0,0.0
26154,1834.0,1650.0,500.0
26155,1883.0,400.0,500.0
26156,1842.0,1100.0,500.0
26157,1764.0,750.0,500.0
26158,1474.0,0.0,500.0
26159,1154.0,0.0,500.0
26160,753.0,0.0,500.0
26161,838.0,0.0,500.0
26162,882.0,0.0,500.0
26163,793.0,200.0,0.0
26164,833.0,0.0,0.0
26165,739.0,0.0,0.0
26166,972.0,0.0,0.0
26167,370.0,0.0,0.0
26168,455.0,750.0,0.0
26169,555.0,1300.0,0.0
26170,600.0,1600.0,0.0
26171,395.0,200.0,0.0
26172,620.0,200.0,0.0
26173,510.0,350.0,0.0
26174,595.0,2150.0,0.0
26175,400.0,1050.0,0.0
26176,560.0,950.0,0.0
26177,1217.0,550.0,0.0
26178,2013.0,0.0,500.0
26179,1792.0,550.0,500.0
26180,1938.0,0.0,500.0
26181,1761.0,0.0,500.0
26182,1414.0,0.0,500.0
26183,1205.0,0.0,500.0
26184,748.0,200.0,500.0
26185,731.0,0.0,500.0
26186,792.0,0.0,500.0
26187,826.0,0.0,0.0
26188,895.0,0.0,0.0
26189,851.0,0.0,0.0
26190,1017.0,0.0,0.0
26191,420.0,0.0,0.0
26192,405.0,550.0,0.0
26193,510.0,1650.0,0.0
26194,540.0,2200.0,0.0
26195,550.0,900.0,0.0
26196,445.0,1300.0,0.0
26197,430.0,750.0,0.0
26198,420.0,1800.0,0.0
26199,395.0,1100.0,0.0
26200,440.0,2150.0,0.0
26201,1235.0,1450.0,0.0
26202,1731.0,400.0,500.0
26203,1931.0,0.0,500.0
26204,1924.0,0.0,500.0
26205,1676.0,200.0,500.0
26206,1408.0,0.0,500.0
26207,1200.0,0.0,500.0
26208,769.0,0.0,500.0
26209,813.0,0.0,500.0
26210,694.0,0.0,500.0
26211,851.0,0.0,0.0
26212,799.0,0.0,0.0
26213,820.0,0.0,0.0
26214,904.0,0.0,0.0
26215,370.0,750.0,0.0
26216,390.0,350.0,0.0
26217,455.0,900.0,0.0
26218,480.0,1250.0,0.0
26219,440.0,1050.0,0.0
26220,505.0,200.0,0.0
26221,475.0,1100.0,0.0
26222,485.0,1450.0,0.0
26223,500.0,1100.0,0.0
26224,560.0,1500.0,0.0
26225,1131.0,1500.0,0.0
26226,1842.0,400.0,500.0
26227,1985.0,200.0,500.0
26228,2063.0,0.0,500.0
26229,1695.0,1100.0,500.0
26230,1250.0,0.0,500.0
26231,1194.0,0.0,500.0
26232,765.0,0.0,500.0
26233,837.0,0.0,500.0
26234,812.0,750.0,500.0
26235,835.0,0.0,0.0
26236,827.0,0.0,0.0
26237,842.0,0.0,0.0
26238,796.0,0.0,0.0
26239,550.0,950.0,0.0
26240,505.0,750.0,0.0
26241,515.0,1300.0,0.0
26242,590.0,1300.0,0.0
26243,555.0,750.0,0.0
26244,435.0,750.0,0.0
26245,515.0,200.0,0.0
26246,475.0,2000.0,0.0
26247,480.0,2200.0,0.0
26248,530.0,1650.0,0.0
26249,1096.0,1450.0,0.0
26250,1735.0,1700.0,500.0
26251,1915.0,550.0,500.0
26252,1949.0,0.0,500.0
26253,1634.0,1100.0,500.0
26254,1277.0,0.0,500.0
26255,1194.0,0.0,500.0
26256,874.0,0.0,500.0
26257,841.0,0.0,500.0
26258,770.0,0.0,500.0
26259,765.0,0.0,0.0
26260,727.0,0.0,0.0
26261,806.0,750.0,0.0
26262,911.0,0.0,0.0
26263,440.0,0.0,0.0
26264,495.0,750.0,0.0
26265,485.0,1300.0,0.0
26266,510.0,1300.0,0.0
26267,465.0,1850.0,0.0
26268,430.0,1300.0,0.0
26269,470.0,1100.0,0.0
26270,500.0,1100.0,0.0
26271,560.0,2050.0,0.0
26272,435.0,2000.0,0.0
26273,1185.0,400.0,0.0
26274,1975.0,1300.0,500.0
26275,2006.0,200.0,500.0
26276,1874.0,0.0,500.0
26277,1667.0,0.0,500.0
26278,1332.0,0.0,500.0
26279,1086.0,750.0,500.0
26280,830.0,0.0,500.0
26281,716.0,0.0,500.0
26282,852.0,0.0,500.0
26283,912.0,200.0,0.0
26284,779.0,0.0,0.0
26285,810.0,350.0,0.0
26286,921.0,0.0,0.0
26287,515.0,350.0,0.0
26288,505.0,1650.0,0.0
26289,535.0,2000.0,0.0
26290,490.0,900.0,0.0
26291,535.0,700.0,0.0
26292,455.0,1300.0,0.0
26293,535.0,0.0,0.0
26294,525.0,1300.0,0.0
26295,445.0,1850.0,0.0
26296,540.0,1800.0,0.0
26297,1077.0,2350.0,0.0
26298,1892.0,750.0,500.0
26299,2024.0,1150.0,500.0
26300,1971.0,750.0,500.0
26301,1817.0,200.0,500.0
26302,1386.0,0.0,500.0
26303,1154.0,0.0,500.0
26304,874.0,350.0,500.0
26305,859.0,0.0,500.0
26306,848.0,0.0,500.0
26307,790.0,0.0,0.0
26308,858.0,0.0,0.0
26309,893.0,350.0,0.0
26310,919.0,0.0,0.0
26311,445.0,700.0,0.0
26312,510.0,750.0,0.0
26313,415.0,0.0,0.0
26314,535.0,550.0,0.0
26315,570.0,400.0,0.0
26316,540.0,350.0,0.0
26317,560.0,750.0,0.0
26318,530.0,750.0,0.0
26319,500.0,0.0,0.0
26320,445.0,1650.0,0.0
26321,1194.0,1700.0,0.0
26322,1965.0,200.0,500.0
26323,2071.0,1300.0,500.0
26324,1725.0,350.0,500.0
26325,1616.0,750.0,500.0
26326,1292.0,350.0,500.0
26327,1131.0,0.0,500.0
26328,783.0,0.0,500.0
26329,852.0,0.0,500.0
26330,804.0,0.0,500.0
26331,829.0,0.0,0.0
26332,749.0,0.0,0.0
26333,792.0,0.0,0.0
26334,1004.0,200.0,0.0
26335,395.0,0.0,0.0
26336,435.0,900.0,0.0
26337,425.0,1500.0,0.0
26338,430.0,1100.0,0.0
26339,540.0,1300.0,0.0
26340,570.0,750.0,0.0
26341,450.0,900.0,0.0
26342,565.0,2000.0,0.0
26343,520.0,1800.0,0.0
26344,425.0,1450.0,0.0
26345,1192.0,2000.0,0.0
26346,1886.0,1850.0,500.0
26347,1748.0,0.0,500.0
26348,1938.0,0.0,500.0
26349,1727.0,0.0,500.0
26350,1500.0,0.0,500.0
26351,1154.0,0.0,500.0
26352,765.0,0.0,500.0
26353,767.0,200.0,500.0
26354,810.0,350.0,500.0
26355,821.0,0.0,0.0
26356,827.0,0.0,0.0
26357,790.0,0.0,0.0
26358,840.0,0.0,0.0
26359,460.0,0.0,0.0
26360,495.0,350.0,0.0
26361,350.0,900.0,0.0
26362,355.0,1450.0,0.0
26363,440.0,1300.0,0.0
26364,355.0,550.0,0.0
26365,535.0,350.0,0.0
26366,530.0,1450.0,0.0
26367,505.0,1100.0,0.0
26368,565.0,2000.0,0.0
26369,1037.0,550.0,0.0
26370,1950.0,900.0,500.0
26371,2050.0,950.0,500.0
26372,1881.0,0.0,500.0
26373,1684.0,0.0,500.0
26374,1273.0,0.0,500.0
26375,1151.0,0.0,500.0
26376,846.0,0.0,500.0
26377,853.0,0.0,500.0
26378,863.0,750.0,500.0
26379,759.0,750.0,0.0
26380,758.0,0.0,0.0
26381,816.0,0.0,0.0
26382,911.0,0.0,0.0
26383,480.0,750.0,0.0
26384,475.0,350.0,0.0
26385,425.0,1450.0,0.0
26386,445.0,2400.0,0.0
26387,445.0,900.0,0.0
26388,425.0,1150.0,0.0
26389,475.0,1300.0,0.0
26390,570.0,1450.0,0.0
26391,485.0,1100.0,0.0
26392,365.0,1100.0,0.0
26393,1082.0,1450.0,0.0
26394,1885.0,1150.0,500.0
26395,2113.0,950.0,500.0
26396,1962.0,0.0,500.0
26397,1577.0,0.0,500.0
26398,1454.0,0.0,500.0
26399,1188.0,0.0,500.0
26400,866.0,200.0,500.0
26401,800.0,0.0,500.0
26402,762.0,0.0,500.0
26403,812.0,0.0,0.0
26404,909.0,0.0,0.0
26405,788.0,0.0,0.0
26406,895.0,0.0,0.0
26407,490.0,750.0,0.0
26408,475.0,750.0,0.0
26409,435.0,1100.0,0.0
26410,405.0,900.0,0.0
26411,490.0,900.0,0.0
26412,470.0,1850.0,0.0
26413,460.0,0.0,0.0
26414,450.0,1300.0,0.0
26415,520.0,700.0,0.0
26416,495.0,550.0,0.0
26417,1090.0,1850.0,0.0
26418,1990.0,950.0,500.0
26419,1873.0,1300.0,500.0
26420,1941.0,0.0,500.0
26421,1665.0,750.0,500.0
26422,1476.0,0.0,500.0
26423,1214.0,0.0,500.0
26424,817.0,0.0,500.0
26425,871.0,0.0,500.0
26426,837.0,0.0,500.0
26427,828.0,0.0,0.0
26428,851.0,0.0,0.0
26429,838.0,0.0,0.0
26430,915.0,0.0,0.0
26431,485.0,750.0,0.0
26432,475.0,1500.0,0.0
26433,500.0,400.0,0.0
26434,530.0,1300.0,0.0
26435,455.0,1450.0,0.0
26436,485.0,700.0,0.0
26437,535.0,1300.0,0.0
26438,480.0,700.0,0.0
26439,390.0,2000.0,0.0
26440,555.0,2000.0,0.0
26441,1184.0,200.0,0.0
26442,1924.0,550.0,500.0
26443,1965.0,1150.0,500.0
26444,1850.0,350.0,500.0
26445,1750.0,200.0,500.0
26446,1339.0,0.0,500.0
26447,1164.0,0.0,500.0
26448,889.0,0.0,500.0
26449,841.0,0.0,500.0
26450,912.0,0.0,500.0
26451,798.0,0.0,0.0
26452,726.0,0.0,0.0
26453,812.0,200.0,0.0
26454,939.0,0.0,0.0
26455,350.0,0.0,0.0
26456,500.0,750.0,0.0
26457,555.0,1650.0,0.0
26458,475.0,1050.0,0.0
26459,420.0,1500.0,0.0
26460,480.0,900.0,0.0
26461,550.0,1100.0,0.0
26462,430.0,1250.0,0.0
26463,525.0,1100.0,0.0
26464,470.0,2050.0,0.0
26465,1076.0,1250.0,0.0
26466,1895.0,350.0,500.0
26467,2020.0,350.0,500.0
26468,1843.0,400.0,500.0
26469,1722.0,700.0,500.0
26470,1519.0,0.0,500.0
26471,1216.0,0.0,500.0
26472,896.0,0.0,500.0
26473,838.0,0.0,500.0
26474,827.0,0.0,500.0
26475,777.0,0.0,0.0
26476,762.0,750.0,0.0
26477,868.0,0.0,0.0
26478,906.0,0.0,0.0
26479,450.0,750.0,0.0
26480,425.0,200.0,0.0
26481,525.0,1650.0,0.0
26482,600.0,1300.0,0.0
26483,515.0,1650.0,0.0
26484,420.0,550.0,0.0
26485,505.0,750.0,0.0
26486,500.0,1650.0,0.0
26487,480.0,1100.0,0.0
26488,455.0,1850.0,0.0
26489,1116.0,1800.0,0.0
26490,2087.0,1150.0,500.0
26491,1964.0,0.0,500.0
26492,2036.0,0.0,500.0
26493,1812.0,0.0,500.0
26494,1441.0,0.0,500.0
26495,1298.0,750.0,500.0
26496,782.0,0.0,500.0
26497,748.0,0.0,500.0
26498,863.0,350.0,500.0
26499,830.0,0.0,0.0
26500,882.0,0.0,0.0
26501,790.0,0.0,0.0
26502,924.0,0.0,0.0
26503,450.0,750.0,0.0
26504,480.0,1500.0,0.0
26505,430.0,1850.0,0.0
26506,390.0,1650.0,0.0
26507,505.0,1100.0,0.0
26508,510.0,1500.0,0.0
26509,510.0,1100.0,0.0
26510,480.0,2200.0,0.0
26511,545.0,950.0,0.0
26512,525.0,1650.0,0.0
26513,1009.0,1850.0,0.0
26514,1833.0,750.0,500.0
26515,1897.0,600.0,500.0
26516,2094.0,200.0,500.0
26517,1682.0,0.0,500.0
26518,1509.0,0.0,500.0
26519,1164.0,750.0,500.0
26520,927.0,0.0,500.0
26521,819.0,0.0,500.0
26522,808.0,0.0,500.0
26523,735.0,0.0,0.0
26524,790.0,0.0,0.0
26525,824.0,0.0,0.0
26526,861.0,0.0,0.0
26527,525.0,750.0,0.0
26528,400.0,2000.0,0.0
26529,535.0,1100.0,0.0
26530,565.0,1300.0,0.0
26531,655.0,1300.0,0.0
26532,420.0,750.0,0.0
26533,510.0,1250.0,0.0
26534,510.0,900.0,0.0
26535,415.0,2000.0,0.0
26536,475.0,1450.0,0.0
26537,931.0,2200.0,0.0
26538,2012.0,1150.0,500.0
26539,1893.0,1150.0,500.0
26540,1829.0,200.0,500.0
26541,1669.0,950.0,500.0
26542,1489.0,0.0,500.0
26543,1233.0,0.0,500.0
26544,785.0,0.0,500.0
26545,880.0,0.0,500.0
26546,738.0,0.0,500.0
26547,956.0,0.0,0.0
26548,782.0,0.0,0.0
26549,869.0,350.0,0.0
26550,853.0,0.0,0.0
26551,420.0,750.0,0.0
26552,575.0,700.0,0.0
26553,530.0,550.0,0.0
26554,500.0,1650.0,0.0
26555,510.0,2400.0,0.0
26556,545.0,1450.0,0.0
26557,470.0,1850.0,0.0
26558,495.0,200.0,0.0
26559,440.0,750.0,0.0
26560,595.0,1650.0,0.0
26561,1001.0,1100.0,0.0
26562,2033.0,200.0,500.0
26563,2033.0,550.0,500.0
26564,1974.0,950.0,500.0
26565,1823.0,950.0,500.0
26566,1509.0,0.0,500.0
26567,1252.0,200.0,500.0
26568,765.0,0.0,500.0
26569,765.0,0.0,500.0
26570,734.0,0.0,500.0
26571,914.0,0.0,0.0
26572,745.0,0.0,0.0
26573,819.0,0.0,0.0
26574,949.0,0.0,0.0
26575,455.0,0.0,0.0
26576,475.0,750.0,0.0
26577,330.0,1650.0,0.0
26578,540.0,1100.0,0.0
26579,520.0,550.0,0.0
26580,490.0,1350.0,0.0
26581,355.0,1300.0,0.0
26582,385.0,1850.0,0.0
26583,590.0,1450.0,0.0
26584,525.0,1300.0,0.0
26585,1103.0,2200.0,0.0
26586,1923.0,200.0,500.0
26587,1985.0,900.0,500.0
26588,1928.0,750.0,500.0
26589,1769.0,0.0,500.0
26590,1414.0,200.0,500.0
26591,1195.0,0.0,500.0
26592,920.0,0.0,500.0
26593,823.0,750.0,500.0
26594,822.0,0.0,500.0
26595,819.0,0.0,0.0
26596,839.0,350.0,0.0
26597,815.0,0.0,0.0
26598,987.0,0.0,0.0
26599,440.0,350.0,0.0
26600,560.0,350.0,0.0
26601,465.0,1650.0,0.0
26602,470.0,750.0,0.0
26603,435.0,1650.0,0.0
26604,460.0,1650.0,0.0
26605,540.0,550.0,0.0
26606,565.0,2200.0,0.0
26607,500.0,2000.0,0.0
26608,465.0,750.0,0.0
26609,893.0,1500.0,0.0
26610,1960.0,1850.0,500.0
26611,1870.0,1450.0,500.0
26612,1866.0,1100.0,500.0
26613,1662.0,750.0,500.0
26614,1430.0,0.0,500.0
26615,1153.0,0.0,500.0
26616,795.0,0.0,500.0
26617,923.0,0.0,500.0
26618,711.0,350.0,500.0
26619,745.0,0.0,0.0
26620,664.0,0.0,0.0
26621,805.0,0.0,0.0
26622,963.0,0.0,0.0
26623,510.0,700.0,0.0
26624,515.0,1850.0,0.0
26625,510.0,550.0,0.0
26626,435.0,1500.0,0.0
26627,590.0,1450.0,0.0
26628,415.0,1450.0,0.0
26629,445.0,750.0,0.0
26630,495.0,1100.0,0.0
26631,490.0,350.0,0.0
26632,440.0,1450.0,0.0
26633,1063.0,750.0,0.0
26634,2003.0,750.0,500.0
26635,2066.0,0.0,500.0
26636,1989.0,950.0,500.0
26637,1688.0,0.0,500.0
26638,1307.0,0.0,500.0
26639,1175.0,0.0,500.0
26640,625.0,0.0,500.0
26641,865.0,0.0,500.0
26642,801.0,0.0,500.0
26643,805.0,0.0,0.0
26644,759.0,0.0,0.0
26645,798.0,0.0,0.0
26646,1038.0,0.0,0.0
26647,475.0,750.0,0.0
26648,445.0,750.0,0.0
26649,340.0,2000.0,0.0
26650,510.0,200.0,0.0
26651,485.0,550.0,0.0
26652,525.0,1300.0,0.0
26653,490.0,1600.0,0.0
26654,315.0,750.0,0.0
26655,560.0,2200.0,0.0
26656,435.0,1300.0,0.0
26657,993.0,550.0,0.0
26658,1686.0,1100.0,500.0
26659,2056.0,1300.0,500.0
26660,1820.0,750.0,500.0
26661,1626.0,200.0,500.0
26662,1453.0,0.0,500.0
26663,1185.0,350.0,500.0
26664,809.0,0.0,500.0
26665,840.0,950.0,500.0
26666,861.0,0.0,500.0
26667,825.0,0.0,0.0
26668,791.0,0.0,0.0
26669,867.0,0.0,0.0
26670,1019.0,0.0,0.0
26671,515.0,350.0,0.0
26672,530.0,1850.0,0.0
26673,535.0,900.0,0.0
26674,540.0,1650.0,0.0
26675,425.0,1500.0,0.0
26676,470.0,350.0,0.0
26677,545.0,1050.0,0.0
26678,465.0,1800.0,0.0
26679,520.0,1800.0,0.0
26680,550.0,1800.0,0.0
26681,947.0,950.0,0.0
26682,2040.0,1450.0,500.0
26683,1763.0,200.0,500.0
26684,2007.0,1100.0,500.0
26685,1694.0,0.0,500.0
26686,1320.0,0.0,500.0
26687,1243.0,0.0,500.0
26688,862.0,0.0,500.0
26689,831.0,0.0,500.0
26690,849.0,0.0,500.0
26691,841.0,0.0,0.0
26692,720.0,0.0,0.0
26693,769.0,0.0,0.0
26694,929.0,0.0,0.0
26695,405.0,0.0,0.0
26696,425.0,1050.0,0.0
26697,475.0,1650.0,0.0
26698,495.0,1650.0,0.0
26699,445.0,1850.0,0.0
26700,460.0,1450.0,0.0
26701,410.0,350.0,0.0
26702,465.0,1300.0,0.0
26703,460.0,1450.0,0.0
26704,490.0,750.0,0.0
26705,1029.0,550.0,0.0
26706,1864.0,1100.0,500.0
26707,1931.0,750.0,500.0
26708,1936.0,0.0,500.0
26709,1555.0,0.0,500.0
26710,1418.0,0.0,500.0
26711,1244.0,0.0,500.0
26712,791.0,0.0,500.0
26713,792.0,0.0,500.0
26714,784.0,0.0,500.0
26715,777.0,0.0,0.0
26716,811.0,0.0,0.0
26717,846.0,0.0,0.0
26718,878.0,0.0,0.0
26719,500.0,200.0,0.0
26720,525.0,1450.0,0.0
26721,490.0,750.0,0.0
26722,535.0,2000.0,0.0
26723,510.0,1450.0,0.0
26724,325.0,1450.0,0.0
26725,520.0,900.0,0.0
26726,455.0,900.0,0.0
26727,450.0,1700.0,0.0
26728,420.0,1500.0,0.0
26729,893.0,550.0,0.0
26730,1924.0,200.0,500.0
26731,2071.0,750.0,500.0
26732,1826.0,750.0,500.0
26733,1711.0,0.0,500.0
26734,1263.0,200.0,500.0
26735,1309.0,350.0,500.0
26736,721.0,0.0,500.0
26737,884.0,0.0,500.0
26738,898.0,350.0,500.0
26739,784.0,0.0,0.0
26740,856.0,750.0,0.0
26741,829.0,750.0,0.0
26742,1009.0,0.0,0.0
26743,415.0,750.0,0.0
26744,515.0,950.0,0.0
26745,535.0,1050.0,0.0
26746,470.0,350.0,0.0
26747,575.0,1800.0,0.0
26748,540.0,2700.0,0.0
26749,515.0,350.0,0.0
26750,570.0,1500.0,0.0
26751,485.0,1300.0,0.0
26752,595.0,2200.0,0.0
26753,901.0,1250.0,0.0
26754,1957.0,400.0,500.0
26755,1943.0,350.0,500.0
26756,1992.0,0.0,500.0
26757,1760.0,550.0,500.0
26758,1316.0,0.0,500.0
26759,1136.0,0.0,500.0
26760,807.0,0.0,500.0
26761,866.0,0.0,500.0
26762,814.0,0.0,500.0
26763,730.0,0.0,0.0
26764,827.0,0.0,0.0
26765,861.0,0.0,0.0
26766,866.0,0.0,0.0
26767,490.0,750.0,0.0
26768,435.0,1800.0,0.0
26769,520.0,200.0,0.0
26770,545.0,350.0,0.0
26771,490.0,750.0,0.0
26772,505.0,700.0,0.0
26773,580.0,1300.0,0.0
26774,405.0,2400.0,0.0
26775,430.0,2050.0,0.0
26776,505.0,2000.0,0.0
26777,1084.0,1450.0,0.0
26778,1953.0,1300.0,500.0
26779,1974.0,1100.0,500.0
26780,1977.0,1100.0,500.0
26781,1722.0,750.0,500.0
26782,1427.0,750.0,500.0
26783,1150.0,0.0,500.0
26784,819.0,0.0,500.0
26785,686.0,0.0,500.0
26786,754.0,0.0,500.0
26787,757.0,0.0,0.0
26788,823.0,0.0,0.0
26789,820.0,0.0,0.0
26790,928.0,0.0,0.0
26791,455.0,950.0,0.0
26792,410.0,1300.0,0.0
26793,470.0,1300.0,0.0
26794,505.0,550.0,0.0
26795,505.0,1300.0,0.0
26796,435.0,1300.0,0.0
26797,475.0,900.0,0.0
26798,510.0,1650.0,0.0
26799,545.0,350.0,0.0
26800,475.0,1100.0,0.0
26801,883.0,1100.0,0.0
26802,1833.0,550.0,500.0
26803,1946.0,200.0,500.0
26804,1960.0,1150.0,500.0
26805,1613.0,0.0,500.0
26806,1485.0,950.0,500.0
26807,1028.0,0.0,500.0
26808,929.0,0.0,500.0
26809,802.0,0.0,500.0
26810,850.0,0.0,500.0
26811,735.0,0.0,0.0
26812,742.0,0.0,0.0
26813,895.0,0.0,0.0
26814,989.0,0.0,0.0
26815,425.0,0.0,0.0
26816,495.0,200.0,0.0
26817,425.0,550.0,0.0
26818,565.0,900.0,0.0
26819,610.0,750.0,0.0
26820,560.0,1650.0,0.0
26821,425.0,1450.0,0.0
26822,465.0,1300.0,0.0
26823,600.0,1850.0,0.0
26824,540.0,700.0,0.0
26825,772.0,1700.0,0.0
26826,1873.0,200.0,500.0
26827,2043.0,600.0,500.0
26828,1998.0,0.0,500.0
26829,1724.0,0.0,500.0
26830,1427.0,0.0,500.0
26831,1094.0,0.0,500.0
26832,905.0,0.0,500.0
26833,847.0,0.0,500.0
26834,929.0,0.0,500.0
26835,903.0,0.0,0.0
26836,747.0,0.0,0.0
26837,794.0,0.0,0.0
26838,871.0,0.0,0.0
26839,425.0,350.0,0.0
26840,585.0,200.0,0.0
26841,545.0,1050.0,0.0
26842,500.0,200.0,0.0
26843,490.0,0.0,0.0
26844,555.0,350.0,0.0
26845,510.0,950.0,0.0
26846,500.0,1100.0,0.0
26847,590.0,400.0,0.0
26848,460.0,550.0,0.0
26849,854.0,750.0,0.0
26850,1939.0,1150.0,500.0
26851,1938.0,1100.0,500.0
26852,1964.0,750.0,500.0
26853,1612.0,0.0,500.0
26854,1297.0,0.0,500.0
26855,1158.0,0.0,500.0
26856,838.0,0.0,500.0
26857,864.0,0.0,500.0
26858,833.0,0.0,500.0
26859,857.0,0.0,0.0
26860,921.0,0.0,0.0
26861,799.0,0.0,0.0
26862,1010.0,350.0,0.0
26863,350.0,0.0,0.0
26864,490.0,550.0,0.0
26865,410.0,2350.0,0.0
26866,490.0,200.0,0.0
26867,480.0,1850.0,0.0
26868,520.0,750.0,0.0
26869,560.0,1800.0,0.0
26870,635.0,550.0,0.0
26871,560.0,750.0,0.0
26872,470.0,1650.0,0.0
26873,824.0,1100.0,0.0
26874,1978.0,200.0,500.0
26875,1923.0,950.0,500.0
26876,1911.0,750.0,500.0
26877,1682.0,0.0,500.0
26878,1370.0,200.0,500.0
26879,1320.0,0.0,500.0
26880,832.0,0.0,500.0
26881,850.0,0.0,500.0
26882,756.0,0.0,500.0
26883,697.0,0.0,0.0
26884,902.0,0.0,0.0
26885,839.0,0.0,0.0
26886,822.0,0.0,0.0
26887,465.0,0.0,0.0
26888,495.0,950.0,0.0
26889,480.0,1650.0,0.0
26890,480.0,750.0,0.0
26891,440.0,1450.0,0.0
26892,545.0,200.0,0.0
26893,550.0,900.0,0.0
26894,465.0,750.0,0.0
26895,525.0,550.0,0.0
26896,495.0,2550.0,0.0
26897,875.0,550.0,0.0
26898,1922.0,550.0,500.0
26899,1975.0,1150.0,500.0
26900,1832.0,200.0,500.0
26901,1621.0,0.0,500.0
26902,1471.0,0.0,500.0
26903,1266.0,0.0,500.0
26904,744.0,0.0,500.0
26905,853.0,0.0,500.0
26906,861.0,0.0,500.0
26907,835.0,0.0,0.0
26908,771.0,0.0,0.0
26909,785.0,0.0,0.0
26910,929.0,0.0,0.0
26911,415.0,0.0,0.0
26912,430.0,1300.0,0.0
26913,535.0,0.0,0.0
26914,580.0,700.0,0.0
26915,490.0,1300.0,0.0
26916,430.0,950.0,0.0
26917,460.0,1150.0,0.0
26918,585.0,1300.0,0.0
26919,420.0,950.0,0.0
26920,425.0,2000.0,0.0
26921,850.0,1050.0,0.0
26922,1975.0,200.0,500.0
26923,2018.0,200.0,500.0
26924,1904.0,200.0,500.0
26925,1723.0,200.0,500.0
26926,1354.0,350.0,500.0
26927,1151.0,0.0,500.0
26928,869.0,350.0,500.0
26929,969.0,0.0,500.0
26930,846.0,0.0,500.0
26931,859.0,0.0,0.0
26932,826.0,0.0,0.0
26933,832.0,0.0,0.0
26934,879.0,0.0,0.0
26935,520.0,750.0,0.0
26936,475.0,1100.0,0.0
26937,420.0,1050.0,0.0
26938,550.0,2350.0,0.0
26939,460.0,1450.0,0.0
26940,435.0,550.0,0.0
26941,575.0,0.0,0.0
26942,550.0,550.0,0.0
26943,565.0,750.0,0.0
26944,585.0,1850.0,0.0
26945,979.0,1100.0,0.0
26946,2000.0,750.0,500.0
26947,1980.0,350.0,500.0
26948,1946.0,200.0,500.0
26949,1762.0,0.0,500.0
26950,1599.0,0.0,500.0
26951,1152.0,0.0,500.0
26952,844.0,0.0,500.0
26953,899.0,0.0,500.0
26954,764.0,0.0,500.0
26955,828.0,0.0,0.0
26956,735.0,0.0,0.0
26957,850.0,0.0,0.0
26958,974.0,0.0,0.0
26959,435.0,0.0,0.0
26960,500.0,700.0,0.0
26961,480.0,1250.0,0.0
26962,475.0,1300.0,0.0
26963,485.0,1450.0,0.0
26964,515.0,950.0,0.0
26965,510.0,750.0,0.0
26966,425.0,1650.0,0.0
26967,495.0,1500.0,0.0
26968,345.0,2200.0,0.0
26969,876.0,1450.0,0.0
26970,1958.0,950.0,500.0
26971,1927.0,950.0,500.0
26972,2018.0,0.0,500.0
26973,1678.0,350.0,500.0
26974,1527.0,200.0,500.0
26975,1138.0,0.0,500.0
26976,844.0,0.0,500.0
